Date,YYYYQ,FiscalQuarter,YYYYMM,Month,MonthName,MonthNumber,MonthShort,FullDate,Year,Year,QuarterNumber,DayNumber
2019-08-29,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 10,2018,201810,Q2,10
2019-08-30,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 11,2018,201810,Q2,11
2019-08-31,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 12,2018,201810,Q2,12
2019-09-01,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 13,2018,201810,Q2,13
2019-09-02,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 14,2018,201810,Q2,14
2019-09-03,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 15,2018,201810,Q2,15
2019-09-04,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 16,2018,201810,Q2,16
2019-09-05,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 17,2018,201810,Q2,17
2019-09-06,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 18,2018,201810,Q2,18
2019-09-07,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 19,2018,201810,Q2,19
2019-09-08,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 20,2018,201810,Q2,20
2019-09-09,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 21,2018,201810,Q2,21
2019-09-10,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 22,2018,201810,Q2,22
2019-09-11,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 23,2018,201810,Q2,23
2019-09-12,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 24,2018,201810,Q2,24
2019-09-13,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 25,2018,201810,Q2,25
2019-09-14,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 26,2018,201810,Q2,26
2019-09-15,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 27,2018,201810,Q2,27
2019-09-16,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 28,2018,201810,Q2,28
2019-09-17,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 29,2018,201810,Q2,29
2019-09-18,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 30,2018,201810,Q2,30
2019-09-19,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 31,2018,201810,Q2,31
2019-09-20,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 01,2018,201811,Q2,01
2019-09-21,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 02,2018,201811,Q2,02
2019-09-22,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 03,2018,201811,Q2,03
2019-09-23,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 04,2018,201811,Q2,04
2019-09-24,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 05,2018,201811,Q2,05
2019-09-25,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 06,2018,201811,Q2,06
2019-09-26,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 07,2018,201811,Q2,07
2019-09-27,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 08,2018,201811,Q2,08
2019-09-28,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 09,2018,201811,Q2,09
2019-09-29,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 10,2018,201811,Q2,10
2019-09-30,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 11,2018,201811,Q2,11
2019-10-01,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 12,2018,201811,Q2,12
2019-10-02,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 13,2018,201811,Q2,13
2019-10-03,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 14,2018,201811,Q2,14
2019-10-04,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 15,2018,201811,Q2,15
2019-10-05,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 16,2018,201811,Q2,16
2019-10-06,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 17,2018,201811,Q2,17
2019-10-07,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 18,2018,201811,Q2,18
2019-10-08,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 19,2018,201811,Q2,19
2019-10-09,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 20,2018,201811,Q2,20
2019-10-10,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 21,2018,201811,Q2,21
2019-10-11,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 22,2018,201811,Q2,22
2019-10-12,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 23,2018,201811,Q2,23
2019-10-13,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 24,2018,201811,Q2,24
2019-10-14,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 25,2018,201811,Q2,25
2019-10-15,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 26,2018,201811,Q2,26
2019-10-16,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 27,2018,201811,Q2,27
2019-10-17,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 28,2018,201811,Q2,28
2019-10-18,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 29,2018,201811,Q2,29
2019-10-19,FY2019,FY2019 Q2,2018 Nov,Nov,Nov,11,,2018 Nov 30,2018,201811,Q2,30
2019-10-20,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 01,2018,201812,Q2,01
2019-10-21,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 02,2018,201812,Q2,02
2019-10-22,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 03,2018,201812,Q2,03
2019-10-23,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 04,2018,201812,Q2,04
2019-10-24,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 05,2018,201812,Q2,05
2019-10-25,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 06,2018,201812,Q2,06
2019-10-26,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 07,2018,201812,Q2,07
2019-10-27,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 08,2018,201812,Q2,08
2019-10-28,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 09,2018,201812,Q2,09
2019-10-29,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 10,2018,201812,Q2,10
2019-10-30,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 11,2018,201812,Q2,11
2019-10-31,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 12,2018,201812,Q2,12
2019-11-01,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 13,2018,201812,Q2,13
2019-11-02,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 14,2018,201812,Q2,14
2019-11-03,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 15,2018,201812,Q2,15
2019-11-04,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 16,2018,201812,Q2,16
2019-11-05,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 17,2018,201812,Q2,17
2019-11-06,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 18,2018,201812,Q2,18
2019-11-07,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 19,2018,201812,Q2,19
2019-11-08,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 20,2018,201812,Q2,20
2019-11-09,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 21,2018,201812,Q2,21
2019-11-10,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 22,2018,201812,Q2,22
2019-11-11,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 23,2018,201812,Q2,23
2019-11-12,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 24,2018,201812,Q2,24
2019-11-13,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 25,2018,201812,Q2,25
2019-11-14,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 26,2018,201812,Q2,26
2019-11-15,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 27,2018,201812,Q2,27
2019-11-16,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 28,2018,201812,Q2,28
2019-11-17,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 29,2018,201812,Q2,29
2019-11-18,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 30,2018,201812,Q2,30
2019-11-19,FY2019,FY2019 Q2,2018 Dec,Dec,Dec,12,,2018 Dec 31,2018,201812,Q2,31
2019-11-20,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 01,2019,201901,Q3,01
2019-11-21,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 02,2019,201901,Q3,02
2019-11-22,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 03,2019,201901,Q3,03
2019-11-23,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 04,2019,201901,Q3,04
2019-11-24,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 05,2019,201901,Q3,05
2019-11-25,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 06,2019,201901,Q3,06
2019-11-26,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 07,2019,201901,Q3,07
2019-11-27,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 08,2019,201901,Q3,08
2019-11-28,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 09,2019,201901,Q3,09
2019-11-29,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 10,2019,201901,Q3,10
2019-11-30,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 11,2019,201901,Q3,11
2019-12-01,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 12,2019,201901,Q3,12
2019-12-02,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 13,2019,201901,Q3,13
2019-12-03,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 14,2019,201901,Q3,14
2019-12-04,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 15,2019,201901,Q3,15
2019-12-05,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 16,2019,201901,Q3,16
2019-12-06,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 17,2019,201901,Q3,17
2019-12-07,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 18,2019,201901,Q3,18
2019-12-08,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 19,2019,201901,Q3,19
2019-12-09,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 20,2019,201901,Q3,20
2019-12-10,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 21,2019,201901,Q3,21
2019-12-11,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 22,2019,201901,Q3,22
2019-12-12,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 23,2019,201901,Q3,23
2019-12-13,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 24,2019,201901,Q3,24
2019-12-14,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 25,2019,201901,Q3,25
2019-12-15,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 26,2019,201901,Q3,26
2019-12-16,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 27,2019,201901,Q3,27
2019-12-17,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 28,2019,201901,Q3,28
2019-12-18,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 29,2019,201901,Q3,29
2019-12-19,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 30,2019,201901,Q3,30
2019-12-20,FY2019,FY2019 Q3,2019 Jan,Jan,Jan,1,,2019 Jan 31,2019,201901,Q3,31
2019-01-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 01,2019,201902,Q3,01
2019-02-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 02,2019,201902,Q3,02
2019-03-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 03,2019,201902,Q3,03
2019-04-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 04,2019,201902,Q3,04
2019-05-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 05,2019,201902,Q3,05
2019-06-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 06,2019,201902,Q3,06
2019-07-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 07,2019,201902,Q3,07
2019-08-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 08,2019,201902,Q3,08
2019-09-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 09,2019,201902,Q3,09
2019-10-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 10,2019,201902,Q3,10
2019-11-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 11,2019,201902,Q3,11
2019-12-02,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 12,2019,201902,Q3,12
2019-12-03,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 13,2019,201902,Q3,13
2019-12-04,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 14,2019,201902,Q3,14
2019-12-05,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 15,2019,201902,Q3,15
2019-12-06,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 16,2019,201902,Q3,16
2019-12-07,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 17,2019,201902,Q3,17
2019-12-08,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 18,2019,201902,Q3,18
2019-12-09,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 19,2019,201902,Q3,19
2019-12-10,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 20,2019,201902,Q3,20
2019-12-11,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 21,2019,201902,Q3,21
2019-12-12,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 22,2019,201902,Q3,22
2019-12-13,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 23,2019,201902,Q3,23
2019-12-14,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 24,2019,201902,Q3,24
2019-12-15,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 25,2019,201902,Q3,25
2019-12-16,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 26,2019,201902,Q3,26
2019-12-17,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 27,2019,201902,Q3,27
2019-12-18,FY2019,FY2019 Q3,2019 Feb,Feb,Feb,2,,2019 Feb 28,2019,201902,Q3,28
2019-12-19,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 01,2019,201903,Q3,01
2019-12-20,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 02,2019,201903,Q3,02
2019-12-21,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 03,2019,201903,Q3,03
2019-12-22,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 04,2019,201903,Q3,04
2019-12-23,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 05,2019,201903,Q3,05
2019-12-24,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 06,2019,201903,Q3,06
2019-12-25,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 07,2019,201903,Q3,07
2019-12-26,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 08,2019,201903,Q3,08
2019-12-27,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 09,2019,201903,Q3,09
2019-12-28,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 10,2019,201903,Q3,10
2019-12-29,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 11,2019,201903,Q3,11
2019-12-30,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 12,2019,201903,Q3,12
2019-12-31,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 13,2019,201903,Q3,13
2020-01-01,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 14,2019,201903,Q3,14
2020-01-02,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 15,2019,201903,Q3,15
2020-01-03,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 16,2019,201903,Q3,16
2020-01-04,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 17,2019,201903,Q3,17
2020-01-05,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 18,2019,201903,Q3,18
2020-01-06,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 19,2019,201903,Q3,19
2020-01-07,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 20,2019,201903,Q3,20
2020-01-08,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 21,2019,201903,Q3,21
2020-01-09,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 22,2019,201903,Q3,22
2020-01-10,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 23,2019,201903,Q3,23
2020-01-11,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 24,2019,201903,Q3,24
2020-01-12,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 25,2019,201903,Q3,25
2020-01-13,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 26,2019,201903,Q3,26
2020-01-14,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 27,2019,201903,Q3,27
2020-01-15,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 28,2019,201903,Q3,28
2020-01-16,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 29,2019,201903,Q3,29
2020-01-17,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 30,2019,201903,Q3,30
2020-01-18,FY2019,FY2019 Q3,2019 Mar,Mar,Mar,3,,2019 Mar 31,2019,201903,Q3,31
2020-01-19,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 01,2019,201904,Q4,01
2020-01-20,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 02,2019,201904,Q4,02
2020-01-21,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 03,2019,201904,Q4,03
2020-01-22,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 04,2019,201904,Q4,04
2020-01-23,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 05,2019,201904,Q4,05
2020-01-24,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 06,2019,201904,Q4,06
2020-01-25,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 07,2019,201904,Q4,07
2020-01-26,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 08,2019,201904,Q4,08
2020-01-27,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 09,2019,201904,Q4,09
2020-01-28,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 10,2019,201904,Q4,10
2020-01-29,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 11,2019,201904,Q4,11
2020-01-30,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 12,2019,201904,Q4,12
2020-01-31,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 13,2019,201904,Q4,13
2020-02-01,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 14,2019,201904,Q4,14
2020-02-02,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 15,2019,201904,Q4,15
2020-02-03,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 16,2019,201904,Q4,16
2020-02-04,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 17,2019,201904,Q4,17
2020-02-05,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 18,2019,201904,Q4,18
2020-02-06,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 19,2019,201904,Q4,19
2020-02-07,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 20,2019,201904,Q4,20
2020-02-08,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 21,2019,201904,Q4,21
2020-02-09,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 22,2019,201904,Q4,22
2020-02-10,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 23,2019,201904,Q4,23
2020-02-11,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 24,2019,201904,Q4,24
2020-02-12,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 25,2019,201904,Q4,25
2020-02-13,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 26,2019,201904,Q4,26
2020-02-14,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 27,2019,201904,Q4,27
2020-02-15,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 28,2019,201904,Q4,28
2020-02-16,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 29,2019,201904,Q4,29
2020-02-17,FY2019,FY2019 Q4,2019 Apr,Apr,Apr,4,,2019 Apr 30,2019,201904,Q4,30
2020-02-18,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 01,2019,201905,Q4,01
2020-02-19,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 02,2019,201905,Q4,02
2020-02-20,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 03,2019,201905,Q4,03
2020-02-21,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 04,2019,201905,Q4,04
2020-02-22,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 05,2019,201905,Q4,05
2020-02-23,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 06,2019,201905,Q4,06
2020-02-24,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 07,2019,201905,Q4,07
2020-02-25,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 08,2019,201905,Q4,08
2020-02-26,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 09,2019,201905,Q4,09
2020-02-27,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 10,2019,201905,Q4,10
2020-02-28,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 11,2019,201905,Q4,11
2020-02-29,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 12,2019,201905,Q4,12
2020-03-01,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 13,2019,201905,Q4,13
2020-03-02,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 14,2019,201905,Q4,14
2020-03-03,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 15,2019,201905,Q4,15
2020-03-04,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 16,2019,201905,Q4,16
2020-03-05,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 17,2019,201905,Q4,17
2020-03-06,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 18,2019,201905,Q4,18
2020-03-07,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 19,2019,201905,Q4,19
2020-03-08,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 20,2019,201905,Q4,20
2020-03-09,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 21,2019,201905,Q4,21
2020-03-10,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 22,2019,201905,Q4,22
2020-03-11,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 23,2019,201905,Q4,23
2020-03-12,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 24,2019,201905,Q4,24
2020-03-13,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 25,2019,201905,Q4,25
2020-03-14,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 26,2019,201905,Q4,26
2020-03-15,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 27,2019,201905,Q4,27
2020-03-16,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 28,2019,201905,Q4,28
2020-03-17,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 29,2019,201905,Q4,29
2020-03-18,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 30,2019,201905,Q4,30
2020-03-19,FY2019,FY2019 Q4,2019 May,May,May,5,,2019 May 31,2019,201905,Q4,31
2020-03-20,FY2019,FY2019 Q4,2019 Jun,Jun,Jun,6,,2019 Jun 01,2019,201906,Q4,01
2020-03-21,FY2019,FY2019 Q4,2019 Jun,Jun,Jun,6,,2019 Jun 02,2019,201906,Q4,02
